feature_key,layer,index,source,prompt,activation_max,activation_sum,activation_mean,sparsity_ratio,peak_token,peak_token_idx,node_influence,csv_ctx_idx
19_24018,19,24018,19-clt-hp,"entity: A city in California, USA is Oakland",10.702951431274414,17.657882690429688,1.7657882690429687,0.8350185665719018, Oakland,10,0.0113708674907684,8
19_24018,19,24018,19-clt-hp,entity: The capital city of California is Sacramento,27.14249610900879,53.112149238586426,5.901349915398492,0.7825789532511054, is,8,0.0113708674907684,8
19_24018,19,24018,19-clt-hp,entity: A state in the United States is California,18.449951171875,18.449951171875,1.8449951171875,0.8999999999999999, California,10,0.0113708674907684,8
19_24018,19,24018,19-clt-hp,attribute: The primary city serving as the seat of government for a state is the capital city,0.0,0.0,0.0,0.0,attribute,1,0.0113708674907684,8
19_24018,19,24018,19-clt-hp,relationship: the state in which a city is located is the state containing,0.0,0.0,0.0,0.0,relationship,1,0.0113708674907684,8
1_72774,1,72774,1-clt-hp,"entity: A city in California, USA is Oakland",80.95504760742188,635.2220573425293,63.52220573425293,0.2153397766833099, USA,8,0.0108889639377594,8
1_72774,1,72774,1-clt-hp,entity: The capital city of California is Sacramento,84.13487243652344,616.1815986633301,68.46462207370334,0.18625154955387502, city,5,0.0108889639377594,8
1_72774,1,72774,1-clt-hp,entity: A state in the United States is California,91.94575500488281,694.1671600341797,69.41671600341797,0.24502533042736366, state,4,0.0108889639377594,8
1_72774,1,72774,1-clt-hp,attribute: The primary city serving as the seat of government for a state is the capital city,122.51927185058594,1543.6992301940918,85.76106834411621,0.30001976792105733, primary,4,0.0108889639377594,8
1_72774,1,72774,1-clt-hp,relationship: the state in which a city is located is the state containing,97.75382995605469,931.018913269043,66.50135094778878,0.31970592888601385, containing,14,0.0108889639377594,8
1_12928,1,12928,1-clt-hp,"entity: A city in California, USA is Oakland",105.41461181640625,809.3713874816895,80.93713874816895,0.23220189920983744,entity,1,0.0101529955863952,8
1_12928,1,12928,1-clt-hp,entity: The capital city of California is Sacramento,105.41461181640625,724.1658782958984,80.46287536621094,0.23670092808055987,entity,1,0.0101529955863952,8
1_12928,1,12928,1-clt-hp,entity: A state in the United States is California,105.41461181640625,844.3360137939453,84.43360137939453,0.19903322770426718,entity,1,0.0101529955863952,8
1_12928,1,12928,1-clt-hp,attribute: The primary city serving as the seat of government for a state is the capital city,117.0110092163086,1233.4596061706543,68.52553367614746,0.4143667836462297,attribute,1,0.0101529955863952,8
